Id,Title,Descriptions,HasPreviouslyBeenAsked,Importance,YearsAsked,ProbableCases,BookReferences,LinkReferences
S_EN_,Brachytherapy,- Asked as a Short Answer,True,1,2022-04,,n=EN-dhinent&ed=8&vol=0#429,
