Id,Title,Descriptions,HasPreviouslyBeenAsked,Importance,YearsAsked,ProbableCases,BookReferences,LinkReferences
S_FM_,Autopsy,,True,1,2024-02,,n=FM-ignfmt&ed=5&vol=0#175-178,
E_FM_,Firearm,"- Definition- Diagram and Description of Shotgun Cartridge Parts- Pattern of Entrance Wounds at Various Ranges",True,1,2023-06,,"n=FM-ignfmt&ed=5&vol=0#156,158,162",
S_FM_,Tandem Bullets (or) Piggy-tail Bullets,- Asked as a Short Answer,True,1,2022-08,,n=FM-ignfmt&ed=5&vol=0#161,
S_FM_,Ricochet Bullet,- Asked as a Short Answer,True,1,2020-02,,n=FM-ignfmt&ed=5&vol=1#161,
S_FM_,Entry vs Exit Bullet Wounds,,True,1,2018-08,,n=FM-ignfmt&ed=5&vol=1#174,
