Id,Title,Descriptions,HasPreviouslyBeenAsked,Importance,YearsAsked,ProbableCases,BookReferences,LinkReferences
E_SU_,Burns,"- Calculation of Burns Body Surface Area- Management",True,1,2024-05,"- A 40 year old female brought to the emergency department with burns injury of head, neck, chest, abdomen and both upper limbs.",n=SU-srbmos&ed=7&vol=0#122,
